id,Decision,Host_is_superhost,Host_identity_verified,Neighbourhood,Room_type,Accommodates,Essentials,Cooking,Balcony,Parking,Price,Number_of_reviews,Review_scores_rating,Instant_bookable,Month
1065,0,1,1,28801,Private room,1,3,0,0,0,60.0,0,0.0,1,July
1066,0,1,1,28804,Entire home/apt,8,5,5,1,1,375.0,0,0.0,1,August
1067,1,1,1,28801,Entire home/apt,5,5,3,1,1,207.0,112,4.98,0,June
1068,1,1,1,28806,Entire home/apt,6,5,5,0,1,130.0,37,4.68,1,July
1069,0,1,1,28806,Entire home/apt,3,5,2,1,1,123.0,274,4.96,0,August
1070,1,0,1,28806,Entire home/apt,7,5,5,0,1,181.0,34,4.97,1,August
1071,1,0,0,28704,Entire home/apt,8,4,4,1,1,163.0,14,4.36,1,September
1072,0,1,0,28801,Entire home/apt,8,5,5,1,1,220.0,2,5.0,1,July
1073,0,1,1,28806,Entire home/apt,2,5,2,1,1,119.0,84,4.96,0,June
1074,1,0,1,28806,Entire home/apt,6,5,2,1,1,153.0,6,5.0,0,June
1075,1,1,1,28801,Private room,2,5,1,1,1,92.0,63,4.87,0,August
1076,1,1,1,28801,Entire home/apt,6,5,4,1,1,96.0,454,4.92,0,August
1077,1,1,1,28804,Entire home/apt,4,4,1,0,1,202.0,99,4.95,0,August
1078,1,0,1,28806,Entire home/apt,6,5,3,0,1,124.0,106,4.89,1,July
1079,1,0,1,28805,Private room,1,4,2,1,1,169.0,3,5.0,1,September
1080,1,1,1,28801,Entire home/apt,6,5,5,1,1,409.0,10,4.9,1,June
1081,1,1,0,28801,Entire home/apt,3,5,4,1,1,121.0,242,4.83,0,August
1082,0,1,1,28806,Entire home/apt,4,5,5,1,1,125.0,15,5.0,0,June
1083,1,1,1,28804,Entire home/apt,2,5,4,1,1,168.0,148,4.96,1,June
1084,0,1,1,28806,Entire home/apt,8,5,5,1,1,306.0,49,5.0,0,July
1085,0,1,1,28806,Entire home/apt,3,5,1,0,1,100.0,26,4.88,1,July
1086,1,0,0,28804,Entire home/apt,2,4,5,1,1,295.0,9,5.0,0,August
1087,0,0,1,28801,Entire home/apt,4,5,5,1,1,59.0,5,5.0,1,June
1088,1,0,1,28806,Entire home/apt,5,5,2,1,1,121.0,308,4.8,0,August
1089,1,0,0,28803,Entire home/apt,4,5,5,1,1,117.0,31,4.9,0,August
1090,1,0,1,28801,Entire home/apt,4,3,3,1,0,160.0,6,4.83,1,September
1091,1,1,1,28803,Entire home/apt,6,5,5,1,1,210.0,52,4.67,0,September
1092,1,1,1,28801,Entire home/apt,2,4,1,0,0,281.0,95,4.97,1,July
1093,0,1,1,28806,Entire home/apt,3,5,3,1,1,88.0,149,4.93,1,August
1094,1,1,1,28806,Entire home/apt,2,5,5,1,1,93.0,191,4.92,1,June
1095,0,0,1,28805,Entire home/apt,4,5,3,0,1,49.0,179,4.87,1,September
1096,1,0,1,28715,Entire home/apt,2,5,4,1,1,94.0,164,4.95,0,June
1097,1,0,1,28804,Entire home/apt,6,3,5,1,1,198.0,117,4.71,0,August
1098,1,1,1,28801,Entire home/apt,8,4,4,0,1,466.0,53,4.81,1,July
1099,0,1,1,28806,Entire home/apt,4,5,4,0,1,108.0,22,4.91,0,June
1100,0,0,1,28806,Entire home/apt,4,4,0,0,1,80.0,16,4.57,0,August
1101,0,0,0,28804,Private room,4,5,5,1,1,75.0,2,5.0,0,August
1102,1,1,1,28806,Private room,4,5,4,1,1,110.0,125,4.97,1,July
1103,1,1,0,28806,Private room,2,2,0,1,1,29.0,32,4.84,0,September
1104,0,1,1,28805,Entire home/apt,2,5,2,0,1,85.0,76,4.96,0,July
1105,0,1,1,28804,Entire home/apt,5,5,5,1,1,125.0,85,4.96,1,June
1106,0,1,1,28804,Entire home/apt,4,5,4,0,1,119.0,184,4.85,0,September
1107,1,1,0,28806,Entire home/apt,2,5,3,0,1,125.0,18,5.0,1,July
1108,1,1,1,28801,Entire home/apt,6,5,3,1,1,164.0,243,4.91,1,August
1109,1,1,1,28801,Entire home/apt,4,4,1,0,1,170.0,9,5.0,1,July
1110,0,1,1,28805,Entire home/apt,4,5,5,1,1,525.0,64,4.92,1,August
1111,1,1,0,28801,Entire home/apt,2,5,3,1,1,200.0,68,4.94,0,June
1112,1,1,0,28803,Entire home/apt,4,5,4,1,1,132.0,64,4.97,0,September
1113,1,1,1,28804,Entire home/apt,16,5,5,1,1,579.0,33,4.88,0,September
1114,0,0,0,28806,Entire home/apt,4,5,2,1,1,55.0,11,4.91,0,July
1115,1,0,0,28804,Private room,4,5,3,1,1,163.0,27,4.93,0,June
1116,1,1,1,28715,Entire home/apt,4,5,4,1,1,125.0,56,4.96,1,August
1117,1,0,1,28801,Entire home/apt,4,4,4,0,0,297.0,2,5.0,1,September
1118,0,0,1,28806,Private room,2,5,3,1,1,91.0,30,4.97,0,June
1119,1,1,1,28805,Entire home/apt,4,5,5,1,1,207.0,125,4.98,1,June
1120,0,1,1,28805,Entire home/apt,12,5,4,1,1,971.0,7,5.0,0,June
1121,1,1,1,28801,Entire home/apt,4,5,3,0,1,200.0,99,4.91,1,July
1122,1,1,1,28806,Entire home/apt,8,4,5,1,1,170.0,13,4.85,0,July
1123,1,1,1,28803,Entire home/apt,6,5,5,1,1,253.0,62,4.97,1,September
1124,0,1,1,28806,Entire home/apt,2,5,5,1,1,221.0,142,4.89,1,July
1125,1,1,1,28806,Entire home/apt,2,5,2,1,1,99.0,46,4.98,0,August
1126,0,1,1,28803,Entire home/apt,16,5,5,1,1,675.0,88,4.84,1,August
1127,0,1,1,28806,Entire home/apt,2,4,0,0,1,136.0,1,5.0,1,July
1128,0,0,1,28801,Entire home/apt,2,4,4,0,1,90.0,148,4.84,0,July
1129,0,1,0,28806,Entire home/apt,4,5,5,1,1,72.0,40,4.98,1,August
1130,1,1,1,28806,Private room,2,5,3,1,1,96.0,117,4.9,0,June
1131,1,0,1,28803,Hotel room,4,4,3,0,1,113.0,62,4.34,1,June
1132,1,1,1,28704,Entire home/apt,8,5,5,1,1,190.0,9,4.89,1,August
1133,1,1,1,28801,Private room,2,5,3,1,1,110.0,175,5.0,1,August
1134,1,1,1,28806,Private room,2,5,0,0,1,42.0,276,4.9,0,July
1135,1,1,1,28806,Entire home/apt,4,5,2,1,1,160.0,260,4.98,0,September
1136,0,1,1,28801,Entire home/apt,2,5,4,0,1,48.0,3,5.0,0,August
1137,0,1,1,28801,Entire home/apt,2,5,5,1,1,86.0,223,4.89,0,August
1138,0,1,1,28715,Entire home/apt,4,5,4,1,1,84.0,224,4.95,1,September
1139,1,1,1,28806,Entire home/apt,2,5,5,1,1,89.0,45,4.78,1,September
1140,1,1,1,28806,Entire home/apt,3,3,1,0,1,73.0,73,4.79,1,September
1141,1,1,1,28704,Private room,2,5,1,1,1,61.0,87,4.95,0,September
1142,0,1,1,28803,Entire home/apt,4,5,5,1,1,218.0,75,4.91,0,August
1143,1,1,1,28806,Entire home/apt,2,3,0,0,1,70.0,77,4.96,1,September
1144,1,1,1,28806,Entire home/apt,4,5,4,1,1,344.0,95,4.8,0,July
1145,1,1,0,28801,Entire home/apt,4,5,5,1,0,242.0,19,5.0,0,June
1146,1,1,1,28805,Entire home/apt,2,4,1,0,1,90.0,138,4.99,1,September
1147,0,0,0,28804,Private room,4,5,5,1,1,75.0,2,5.0,0,June
1148,0,0,1,28801,Entire home/apt,4,5,0,1,1,250.0,4,5.0,0,July
1149,1,1,1,28801,Entire home/apt,6,5,5,1,1,381.0,52,4.87,1,June
1150,1,1,1,28804,Entire home/apt,4,5,5,1,1,194.0,27,5.0,1,September
1151,1,0,1,28806,Entire home/apt,4,5,5,1,1,182.0,59,5.0,1,June
1152,1,1,1,28803,Entire home/apt,12,5,5,1,1,343.0,60,4.82,1,September
1153,0,1,0,28806,Entire home/apt,2,5,3,1,1,104.0,50,5.0,1,September
1154,1,1,1,28801,Hotel room,2,5,2,0,1,141.0,14,4.93,1,June
1155,0,1,1,28801,Entire home/apt,4,5,5,0,1,253.0,66,4.95,0,August
1156,0,1,1,28804,Entire home/apt,4,5,5,1,1,120.0,180,4.87,0,July
1157,1,1,1,28801,Entire home/apt,6,5,5,1,1,381.0,38,4.79,1,September
1158,0,0,0,28806,Private room,2,5,2,0,0,255.0,0,0.0,1,August
1159,0,1,0,28803,Entire home/apt,6,4,1,0,1,192.0,88,4.92,1,June
1160,0,0,1,28804,Private room,2,5,5,1,1,55.0,7,5.0,1,June
1161,0,1,1,28805,Entire home/apt,8,5,5,1,1,272.0,0,0.0,1,September
1162,1,1,1,28806,Entire home/apt,4,3,5,1,1,152.0,12,4.92,0,September
1163,0,0,1,28804,Entire home/apt,4,4,0,0,1,72.0,0,0.0,0,July
1164,1,0,1,28806,Entire home/apt,10,4,4,0,1,150.0,17,4.71,1,July
1165,0,1,0,28806,Entire home/apt,6,5,5,1,1,152.0,104,4.98,1,July
1166,1,0,0,28805,Private room,4,5,5,1,1,75.0,108,4.72,1,July
1167,0,1,1,28805,Entire home/apt,2,5,5,1,1,72.0,2,5.0,0,September
1168,1,1,1,28806,Entire home/apt,4,5,5,1,1,101.0,261,4.96,1,September
1169,0,1,1,28704,Entire home/apt,8,5,5,1,1,263.0,30,4.83,1,June
1170,0,1,1,28803,Entire home/apt,4,5,5,1,1,65.0,17,5.0,0,September
1171,1,1,1,28806,Entire home/apt,4,5,5,1,1,223.0,40,4.93,1,September
1172,0,1,1,28806,Entire home/apt,2,5,2,0,1,1799.0,2,0.0,0,July
1173,1,1,1,28804,Entire home/apt,8,5,5,1,1,251.0,8,5.0,0,July
1174,0,0,0,28801,Entire home/apt,2,5,5,0,1,243.0,10,4.9,1,July
1175,1,1,1,28803,Entire home/apt,2,5,3,1,1,82.0,48,4.88,0,July
1176,1,1,1,28803,Entire home/apt,2,5,2,1,1,62.0,261,4.99,1,July
1177,0,1,0,28803,Private room,2,5,3,0,1,78.0,123,4.81,0,June
1178,1,1,0,28801,Entire home/apt,6,5,5,0,0,324.0,10,4.7,0,June
1179,1,1,1,28801,Private room,2,5,2,1,1,210.0,10,5.0,1,August
1180,0,0,1,28805,Entire home/apt,2,4,4,0,1,60.0,12,4.67,0,August
1181,1,1,1,28804,Entire home/apt,4,5,5,1,1,255.0,102,4.95,0,June
1182,0,0,1,28805,Entire home/apt,4,5,0,1,1,125.0,13,4.62,0,July
1183,1,1,1,28805,Entire home/apt,2,5,5,1,1,165.0,43,4.81,1,July
1184,1,0,1,28804,Entire home/apt,9,5,5,1,1,207.0,16,4.69,0,August
1185,0,0,1,28805,Entire home/apt,6,4,4,0,1,165.0,36,4.69,1,July
1186,0,0,1,28805,Entire home/apt,3,5,5,1,1,100.0,0,0.0,1,September
1187,1,1,1,28801,Private room,2,4,4,1,1,70.0,59,4.71,1,June
1188,0,0,1,28801,Entire home/apt,4,4,1,0,1,216.0,299,4.97,0,June
1189,1,0,1,28806,Entire home/apt,4,4,0,0,1,141.0,338,4.6,0,August
1190,1,0,1,28804,Entire home/apt,6,3,0,0,1,213.0,8,5.0,1,August
1191,1,1,1,28806,Entire home/apt,2,5,5,1,1,86.0,132,4.99,0,August
1192,1,1,1,28803,Entire home/apt,5,5,0,0,1,120.0,132,4.88,0,July
1193,1,1,1,28805,Entire home/apt,4,5,5,1,1,135.0,62,4.97,1,August
1194,1,1,1,28805,Entire home/apt,2,5,5,1,1,72.0,242,4.78,0,August
1195,0,1,0,28804,Entire home/apt,6,5,5,1,1,225.0,29,5.0,1,September
1196,1,1,1,28801,Hotel room,2,5,1,1,1,205.0,24,4.96,1,July
1197,1,1,0,28732,Entire home/apt,4,2,0,0,1,95.0,8,5.0,1,August
1198,1,1,1,28804,Entire home/apt,8,4,5,1,1,180.0,121,4.85,1,June
1199,1,1,1,28806,Entire home/apt,2,5,5,1,1,215.0,12,4.83,0,September
1200,0,1,1,28804,Entire home/apt,2,5,2,0,1,95.0,131,4.97,0,June
1201,1,1,1,28715,Entire home/apt,4,5,5,1,1,181.0,31,4.77,0,June
1202,1,1,1,28801,Entire home/apt,6,5,5,1,1,269.0,14,4.79,1,August
1203,0,0,1,28806,Private room,2,5,3,1,1,49.0,7,5.0,1,June
1204,0,1,1,28803,Entire home/apt,2,5,4,1,1,100.0,299,4.96,1,September
1205,1,1,1,28806,Entire home/apt,2,5,4,1,1,155.0,148,4.91,1,July
1206,1,1,1,28806,Entire home/apt,8,4,5,1,1,170.0,19,4.79,0,September
1207,0,1,0,28801,Entire home/apt,2,5,3,1,1,132.0,226,4.87,1,June
1208,1,0,1,28805,Entire home/apt,10,4,4,1,1,164.0,0,0.0,1,July
1209,1,1,1,28704,Entire home/apt,2,5,4,1,1,95.0,13,4.62,0,September
1210,1,0,0,28804,Entire home/apt,10,5,5,0,1,252.0,7,4.86,1,June
1211,1,1,0,28704,Entire home/apt,8,5,5,1,1,179.0,23,5.0,0,August
1212,1,0,1,28806,Entire home/apt,4,5,3,0,1,116.0,23,4.48,1,June
1213,1,1,1,28806,Entire home/apt,8,5,5,1,1,287.0,29,4.83,1,September
1214,0,1,0,28715,Entire home/apt,4,4,0,0,1,135.0,0,0.0,0,June
1215,1,1,1,28801,Entire home/apt,4,4,4,0,1,146.0,44,4.86,1,June
1216,0,1,1,28803,Entire home/apt,3,5,4,0,1,79.0,208,4.99,0,July
1217,1,1,1,28801,Entire home/apt,4,3,5,1,1,180.0,45,4.76,0,July
1218,0,1,1,28803,Entire home/apt,2,5,4,0,1,104.0,35,4.91,0,June
1219,0,1,1,28805,Entire home/apt,4,4,5,1,1,120.0,28,4.93,0,June
1220,0,1,1,28801,Entire home/apt,6,5,5,0,1,242.0,187,4.99,0,June
1221,1,1,1,28801,Hotel room,2,5,1,1,1,392.0,24,4.96,1,September
1222,1,1,1,28805,Entire home/apt,4,5,5,1,1,300.0,67,4.99,0,September
1223,1,0,1,28704,Entire home/apt,12,5,4,1,1,399.0,1,5.0,1,September
1224,1,0,1,28804,Entire home/apt,2,4,2,1,1,94.0,132,4.74,0,August
1225,0,0,1,28803,Entire home/apt,2,4,3,0,1,167.0,9,4.89,1,June
1226,0,1,0,28804,Entire home/apt,6,5,4,0,1,250.0,92,4.95,0,September
1227,0,1,1,28801,Entire home/apt,2,4,1,1,1,80.0,0,0.0,0,August
1228,0,1,0,28803,Entire home/apt,4,5,5,1,1,192.0,56,4.89,0,July
1229,0,0,1,28806,Entire home/apt,12,5,5,1,1,391.0,33,4.81,1,June
1230,1,0,0,28715,Entire home/apt,14,4,4,1,1,428.0,4,5.0,1,September
1231,1,1,1,28806,Entire home/apt,2,2,0,0,1,72.0,42,4.93,1,July
1232,1,1,1,28804,Entire home/apt,8,5,5,1,1,375.0,0,0.0,1,June
1233,1,0,1,28732,Entire home/apt,8,4,4,0,1,160.0,8,4.75,1,July
1234,0,0,1,28801,Private room,2,5,2,0,1,50.0,29,4.69,0,June
1235,0,1,0,28806,Entire home/apt,5,5,0,1,1,67.0,6,5.0,0,August
1236,0,0,0,28732,Entire home/apt,4,5,0,1,1,300.0,9,4.56,0,August
1237,1,0,1,28805,Private room,2,4,2,1,1,150.0,2,5.0,1,August
1238,0,0,1,28704,Entire home/apt,4,5,5,1,1,167.0,7,4.71,1,July
1239,1,1,0,28806,Entire home/apt,4,5,5,1,1,115.0,31,4.87,0,August
1240,0,0,1,28803,Private room,5,5,3,0,1,250.0,49,4.94,0,September
1241,0,0,1,28806,Entire home/apt,9,4,5,1,1,113.0,9,4.89,0,June
1242,1,1,1,28806,Entire home/apt,2,5,4,1,1,106.0,34,4.88,0,September
1243,1,1,1,28805,Entire home/apt,4,4,2,1,1,210.0,22,4.68,0,August
1244,0,0,0,28805,Entire home/apt,6,5,5,1,1,133.0,101,4.79,0,September
1245,1,1,1,28732,Private room,3,5,4,0,1,100.0,88,4.76,1,September
1246,1,1,1,28801,Entire home/apt,6,4,4,0,1,324.0,38,4.95,1,June
1247,0,1,1,28806,Private room,2,5,4,1,1,26.0,123,4.87,1,August
1248,0,0,0,28801,Private room,2,2,0,0,1,125.0,58,4.96,0,September
1249,1,1,1,28805,Entire home/apt,4,5,5,1,1,198.0,57,4.98,1,September
1250,1,1,1,28806,Entire home/apt,4,4,5,1,1,180.0,34,4.79,0,July
1251,1,1,0,28806,Entire home/apt,7,5,5,1,1,132.0,82,4.91,1,June
1252,0,1,0,28804,Entire home/apt,2,5,5,1,1,280.0,193,4.99,1,June
1253,1,1,1,28806,Entire home/apt,2,5,4,1,1,80.0,314,4.88,1,August
1254,1,1,1,28806,Entire home/apt,6,5,5,1,1,172.0,121,4.95,1,June
1255,1,1,0,28732,Private room,2,5,2,0,1,49.0,92,4.9,0,September
1256,1,1,1,28803,Entire home/apt,2,5,2,1,1,60.0,272,4.99,1,September
1257,1,0,1,28805,Private room,2,5,5,1,1,49.0,205,4.62,0,August
1258,1,1,1,28803,Entire home/apt,6,5,4,1,1,185.0,497,4.92,1,July
1259,0,1,0,28803,Entire home/apt,4,5,3,1,1,148.0,17,4.94,0,September
1260,0,0,0,28804,Entire home/apt,4,5,1,0,1,167.0,56,4.8,1,June
1261,0,1,1,28801,Entire home/apt,2,5,4,1,1,124.0,16,5.0,0,June
1262,1,0,1,28801,Entire home/apt,4,5,5,1,1,150.0,128,4.45,1,August
1263,1,1,1,28801,Entire home/apt,2,5,3,1,1,130.0,143,4.95,1,July
1264,0,1,1,28801,Entire home/apt,2,5,5,1,1,55.0,10,4.9,0,August
1265,1,0,1,28704,Entire home/apt,6,4,0,0,0,234.0,3,5.0,1,July
1266,1,1,1,28801,Entire home/apt,4,5,5,1,1,310.0,241,4.98,0,September
1267,1,1,0,28806,Entire home/apt,2,5,3,0,1,62.0,63,4.86,1,September
1268,0,1,1,28801,Private room,4,5,4,0,1,60.0,195,4.71,0,July
1269,1,1,1,28804,Entire home/apt,4,5,5,1,1,175.0,13,5.0,0,July
1270,1,1,1,28803,Entire home/apt,16,4,1,0,1,777.0,76,5.0,1,July
1271,1,1,0,28732,Entire home/apt,4,2,0,0,1,95.0,0,0.0,1,June
1272,1,0,1,28804,Entire home/apt,6,3,0,0,1,255.0,7,5.0,1,July
1273,0,1,1,28806,Entire home/apt,4,5,3,0,1,70.0,23,5.0,1,June
1274,1,0,1,28801,Entire home/apt,4,5,5,0,1,204.0,380,4.72,1,September
1275,0,1,1,28801,Entire home/apt,2,5,4,0,1,48.0,3,5.0,0,June
1276,0,1,1,28805,Entire home/apt,4,5,5,1,1,300.0,64,4.98,0,June
1277,1,1,0,28801,Private room,2,4,1,0,1,111.0,107,4.94,0,July
1278,1,0,1,28732,Private room,3,5,4,0,1,101.0,81,4.74,1,June
1279,1,1,1,28804,Entire home/apt,3,5,3,1,1,93.0,202,4.91,1,July
1280,1,1,1,28805,Entire home/apt,2,5,4,0,1,69.0,84,4.99,0,July
1281,1,1,1,28804,Entire home/apt,4,5,4,0,1,190.0,13,5.0,1,August
1282,0,1,1,28804,Entire home/apt,5,5,5,1,1,217.0,159,4.99,1,July
1283,1,0,1,28806,Entire home/apt,4,4,4,0,1,83.0,9,4.89,1,July
1284,1,1,1,28806,Entire home/apt,2,5,3,1,1,150.0,48,4.98,1,September
1285,1,1,1,28806,Entire home/apt,4,5,4,1,1,122.0,238,4.9,0,August
1286,1,1,1,28801,Private room,2,5,3,0,1,57.0,1059,4.67,1,September
1287,1,1,1,28801,Entire home/apt,2,5,5,0,1,223.0,27,4.96,0,August
1288,1,0,1,28805,Entire home/apt,4,5,5,0,1,122.0,30,5.0,1,July
1289,0,1,1,28704,Entire home/apt,6,5,5,1,1,135.0,9,4.89,0,August
1290,1,1,1,28806,Entire home/apt,5,5,5,1,1,90.0,232,4.99,0,July
1291,0,1,1,28803,Entire home/apt,2,5,5,1,1,85.0,11,5.0,1,July
1292,0,1,1,28804,Entire home/apt,4,5,4,1,1,321.0,96,4.96,1,July
1293,1,0,1,28803,Entire home/apt,6,4,4,1,1,146.0,0,0.0,1,July
1294,0,1,1,28801,Entire home/apt,4,5,3,1,1,151.0,66,5.0,0,June
1295,1,0,1,28805,Entire home/apt,4,5,3,0,1,71.0,56,4.8,0,September
1296,0,1,1,28801,Entire home/apt,3,5,5,1,1,85.0,3,5.0,1,September
1297,1,1,0,28801,Entire home/apt,4,5,5,0,1,200.0,62,4.98,1,June
1298,0,1,0,28804,Entire home/apt,6,5,5,1,1,327.0,29,5.0,1,July
1299,1,0,1,28806,Entire home/apt,2,5,4,0,1,126.0,41,4.93,1,August
1300,1,1,1,28801,Entire home/apt,2,5,3,0,1,132.0,236,4.97,1,August
1301,1,1,1,28801,Hotel room,2,5,2,0,1,339.0,14,4.93,1,August
1302,1,1,1,28805,Private room,2,5,5,1,1,89.0,36,5.0,0,June
1303,1,1,1,28803,Entire home/apt,8,5,5,1,1,175.0,231,4.93,1,July
1304,1,1,1,28801,Entire home/apt,4,5,5,0,1,169.0,65,4.65,1,June
1305,0,0,0,28805,Entire home/apt,2,5,3,0,0,318.0,0,0.0,1,July
1306,0,1,0,28806,Entire home/apt,7,5,5,1,1,274.0,105,4.9,0,September
1307,0,1,1,28805,Entire home/apt,2,5,3,0,1,91.0,28,4.93,0,August
1308,1,0,1,28803,Entire home/apt,4,5,5,0,1,199.0,206,4.88,0,September
1309,1,1,0,28806,Private room,2,2,0,1,1,25.0,80,4.91,1,September
1310,1,1,1,28806,Entire home/apt,2,4,5,1,1,195.0,40,4.85,0,September
1311,1,0,1,28806,Entire home/apt,2,4,1,0,1,60.0,61,4.72,1,September
1312,1,0,0,28801,Private room,2,3,0,0,1,294.0,0,0.0,1,August
1313,0,0,1,28801,Entire home/apt,2,5,2,0,1,157.0,9,5.0,0,June
1314,1,1,1,28806,Entire home/apt,6,5,5,1,1,185.0,128,4.95,1,August
1315,0,0,0,28805,Entire home/apt,2,4,3,0,1,75.0,5,5.0,0,September
1316,1,1,1,28804,Entire home/apt,2,5,5,1,1,274.0,16,4.75,1,September
1317,1,1,1,28732,Entire home/apt,2,5,3,0,1,83.0,10,5.0,0,July
1318,0,0,0,28804,Entire home/apt,2,4,3,0,1,147.0,126,4.91,1,August
1319,1,1,1,28806,Entire home/apt,4,5,5,1,1,138.0,99,4.87,0,August
1320,0,1,0,28801,Entire home/apt,2,5,3,1,1,200.0,78,4.95,0,August
1321,1,1,1,28806,Entire home/apt,2,5,3,0,1,92.0,332,4.9,0,June
1322,0,0,0,28803,Entire home/apt,2,5,3,0,0,485.0,0,0.0,1,August
1323,1,0,1,28803,Private room,3,4,5,0,1,64.0,48,4.67,0,August
1324,0,0,1,28806,Entire home/apt,4,5,4,0,1,80.0,6,5.0,1,July
1325,1,1,1,28801,Entire home/apt,4,5,5,0,1,379.0,50,4.98,1,June
1326,1,1,1,28805,Private room,2,5,5,1,1,109.0,55,4.98,0,June
1327,0,1,1,28803,Entire home/apt,2,5,5,1,1,83.0,27,4.93,0,September
1328,0,1,0,28804,Entire home/apt,2,4,4,1,1,89.0,99,5.0,1,August
1329,1,1,1,28806,Private room,3,5,3,0,1,85.0,40,4.9,0,July
1330,0,1,1,28804,Entire home/apt,2,5,5,1,1,183.0,14,5.0,0,August
1331,0,0,0,28801,Entire home/apt,2,5,5,1,1,157.0,53,4.75,1,September
1332,1,1,1,28805,Entire home/apt,2,5,3,1,1,120.0,17,5.0,0,August
1333,1,1,1,28804,Entire home/apt,5,5,5,1,1,171.0,95,4.93,1,August
1334,1,1,0,28803,Entire home/apt,2,5,3,0,1,77.0,223,4.94,1,July
1335,0,1,1,28806,Entire home/apt,6,5,4,1,1,176.0,104,4.95,1,September
1336,1,1,1,28804,Entire home/apt,12,5,5,1,1,239.0,7,5.0,1,June
1337,1,0,1,28801,Entire home/apt,2,5,1,0,1,95.0,13,5.0,1,June
1338,1,1,1,28801,Entire home/apt,4,5,5,0,1,188.0,50,4.64,1,August
1339,0,1,1,28804,Entire home/apt,4,5,3,1,1,154.0,33,4.7,0,July
1340,1,1,1,28806,Entire home/apt,4,5,5,1,1,206.0,33,5.0,1,July
1341,1,1,1,28805,Entire home/apt,2,5,4,1,1,98.0,99,4.95,1,September
1342,0,1,0,28801,Entire home/apt,2,5,0,0,1,62.0,5,5.0,0,September
1343,1,1,1,28803,Entire home/apt,8,4,5,0,1,381.0,7,4.86,1,July
1344,1,1,1,28806,Entire home/apt,6,4,3,1,1,216.0,3,5.0,1,July
1345,0,0,1,28804,Entire home/apt,2,4,0,0,1,80.0,5,4.8,0,June
1346,1,1,1,28704,Entire home/apt,5,5,5,1,1,158.0,70,4.94,1,September
1347,0,0,1,28803,Entire home/apt,6,4,4,1,1,146.0,0,0.0,1,June
1348,0,0,0,28704,Entire home/apt,4,4,4,1,1,123.0,5,4.4,1,July
1349,0,1,1,28804,Entire home/apt,2,5,5,1,1,99.0,40,4.85,1,July
1350,1,1,1,28803,Private room,2,5,3,1,1,111.0,64,5.0,1,June
1351,1,1,1,28801,Private room,2,5,1,0,1,159.0,0,0.0,1,September
1352,1,0,0,28704,Entire home/apt,8,3,4,1,1,169.0,9,4.22,1,June
1353,0,0,1,28804,Entire home/apt,8,4,5,1,1,200.0,0,0.0,0,July
1354,1,1,1,28704,Entire home/apt,6,5,5,1,1,125.0,98,4.97,0,September
1355,0,0,1,28803,Entire home/apt,4,5,5,1,1,200.0,13,4.77,0,September
1356,1,1,0,28715,Entire home/apt,5,5,3,0,1,56.0,117,4.95,1,August
1357,0,1,1,28805,Entire home/apt,2,5,5,1,1,72.0,157,4.94,1,September
1358,1,1,1,28803,Entire home/apt,6,5,5,1,1,90.0,295,4.86,1,August
1359,0,1,1,28805,Entire home/apt,4,5,5,1,1,280.0,3,5.0,1,July
1360,1,1,1,28806,Entire home/apt,4,5,4,0,1,74.0,223,4.97,1,September
1361,1,1,0,28801,Entire home/apt,7,5,5,1,1,403.0,35,5.0,1,July
1362,0,1,1,28804,Entire home/apt,5,5,5,1,1,123.0,102,4.96,1,June
1363,1,1,1,28805,Private room,2,5,3,1,1,85.0,157,4.95,0,June
1364,1,1,1,28732,Entire home/apt,2,5,5,0,1,120.0,11,5.0,0,July
1365,1,0,1,28806,Entire home/apt,4,5,5,1,1,128.0,60,5.0,1,June
1366,0,1,1,28801,Entire home/apt,4,5,3,0,1,106.0,164,4.98,1,September
1367,1,0,1,28801,Entire home/apt,4,4,4,0,0,333.0,1,5.0,1,June
1368,0,1,0,28805,Entire home/apt,8,5,5,1,1,319.0,129,4.87,1,September
1369,0,1,1,28803,Private room,2,5,5,1,0,79.0,133,5.0,0,August
1370,1,0,1,28704,Private room,2,5,0,0,1,45.0,331,4.9,0,June
1371,1,1,1,28801,Entire home/apt,4,4,1,0,1,252.0,123,4.87,0,July
1372,0,1,0,28805,Entire home/apt,10,5,5,1,1,325.0,130,4.98,0,June
1373,1,1,1,28801,Entire home/apt,4,5,5,1,1,235.0,9,4.89,1,September
1374,1,1,0,28715,Entire home/apt,6,5,5,1,1,200.0,47,4.87,1,June
1375,1,1,1,28803,Entire home/apt,4,5,2,0,1,117.0,368,4.98,1,August
1376,1,1,1,28804,Entire home/apt,2,5,3,1,1,91.0,309,4.98,1,July
1377,1,0,0,28801,Entire home/apt,2,5,5,0,1,105.0,71,4.73,1,July
1378,1,0,0,28806,Entire home/apt,2,4,3,0,0,419.0,0,0.0,1,June
1379,1,1,1,28804,Entire home/apt,8,5,5,1,1,350.0,26,4.92,1,September
1380,1,1,1,28801,Entire home/apt,4,5,3,0,1,106.0,148,4.98,1,June
1381,1,1,0,28806,Entire home/apt,4,5,3,0,1,119.0,68,4.91,1,July
1382,0,1,0,28805,Entire home/apt,2,5,3,1,1,72.0,63,5.0,0,July
1383,1,1,1,28704,Entire home/apt,5,5,5,1,1,190.0,59,4.98,1,July
1384,1,1,1,28806,Entire home/apt,16,4,1,0,1,834.0,71,5.0,1,July
