Host_is_superhost,Host_identity_verified,Neighbourhood,Room_type,Accommodates,Essentials,Cooking,Balcony,Parking,Price,Number_of_reviews,Review_scores_rating,Instant_bookable,Month,Decision
0,0,28704,Entire home/apt,2,5,4,1,1,169.0,1,5.0,1,August,0
0,1,28732,Entire home/apt,16,5,5,1,1,1938.0,6,5.0,0,June,0
1,1,28803,Entire home/apt,2,5,3,0,1,115.0,84,4.94,1,August,0
1,1,28803,Entire home/apt,4,5,3,0,1,80.0,83,4.92,1,July,1
0,1,28806,Private room,2,5,5,1,1,80.0,49,4.73,0,August,0
0,0,28801,Entire home/apt,2,5,2,1,1,94.0,26,4.65,1,June,1
1,1,28806,Entire home/apt,3,5,3,1,1,117.0,28,4.96,1,August,1
1,0,28804,Entire home/apt,2,5,5,1,1,90.0,81,4.98,1,September,1
1,1,28806,Entire home/apt,2,5,4,1,1,130.0,61,4.95,0,June,0
1,1,28803,Entire home/apt,12,5,5,1,1,336.0,57,4.82,1,August,1
1,0,28803,Private room,2,5,4,1,1,105.0,16,5.0,0,July,1
1,0,28804,Entire home/apt,5,5,5,1,1,134.0,24,4.96,0,September,0
1,1,28715,Entire home/apt,4,5,5,1,1,182.0,43,4.81,0,August,1
0,1,28801,Entire home/apt,2,4,0,0,1,100.0,2,5.0,0,July,0
1,1,28805,Entire home/apt,4,5,5,1,1,135.0,134,4.98,0,July,0
1,1,28801,Entire home/apt,4,5,4,1,1,105.0,46,4.89,1,June,1
1,1,28801,Entire home/apt,2,5,2,0,1,92.0,287,4.87,1,August,1
1,0,28715,Entire home/apt,6,5,5,1,1,200.0,47,4.85,1,July,1
1,1,28803,Entire home/apt,6,5,5,1,1,164.0,81,4.93,1,August,1
0,1,28806,Entire home/apt,2,5,5,1,1,100.0,28,4.93,0,July,0
1,1,28806,Entire home/apt,2,5,4,1,1,155.0,146,4.91,1,June,1
0,1,28806,Entire home/apt,2,5,4,1,1,79.0,11,5.0,1,September,0
0,1,28806,Entire home/apt,9,5,5,1,1,110.0,3,5.0,0,June,0
1,1,28806,Entire home/apt,6,5,5,0,1,386.0,56,4.86,1,June,1
1,1,28803,Entire home/apt,6,4,1,0,1,248.0,337,4.92,1,July,1
0,1,28805,Entire home/apt,4,5,5,1,1,220.0,4,5.0,1,June,1
0,1,28804,Entire home/apt,4,5,5,1,1,89.0,149,4.73,1,June,1
1,1,28801,Entire home/apt,3,5,4,1,1,132.0,189,4.91,1,August,1
1,1,28804,Entire home/apt,6,5,5,1,1,350.0,35,5.0,1,September,0
1,1,28806,Entire home/apt,6,5,5,1,1,185.0,226,4.89,1,August,1
1,1,28803,Entire home/apt,4,5,5,1,1,50.0,14,5.0,0,June,0
0,1,28803,Entire home/apt,2,3,5,1,1,50.0,32,4.65,0,July,0
1,0,28806,Entire home/apt,2,5,3,0,1,126.0,17,5.0,1,June,1
0,1,28803,Entire home/apt,4,5,4,0,1,87.0,230,4.87,0,August,1
0,1,28806,Private room,2,5,5,1,1,54.0,109,4.87,0,June,1
1,1,28806,Entire home/apt,3,4,1,0,1,115.0,68,4.94,0,July,0
1,1,28803,Entire home/apt,4,5,5,1,1,100.0,218,4.99,1,June,1
0,1,28704,Entire home/apt,2,4,5,1,1,146.0,74,4.77,0,June,1
0,0,28732,Entire home/apt,4,5,5,1,1,101.0,93,4.76,0,August,1
0,1,28801,Private room,2,5,2,0,1,135.0,15,4.27,1,July,1
1,1,28806,Entire home/apt,4,4,1,0,1,168.0,157,4.95,1,August,0
1,1,28805,Private room,2,5,5,0,1,44.0,106,4.88,0,July,0
1,0,28704,Entire home/apt,8,4,5,1,1,525.0,6,4.83,0,August,0
0,1,28803,Entire home/apt,2,5,1,0,1,50.0,6,4.67,0,September,0
1,1,28801,Entire home/apt,6,5,5,1,1,182.0,26,4.92,1,July,1
0,0,28803,Private room,2,4,0,0,1,110.0,4,5.0,1,July,1
1,0,28805,Entire home/apt,10,5,5,1,1,290.0,132,4.98,0,August,1
1,1,28801,Entire home/apt,2,5,5,1,0,173.0,113,4.88,1,September,1
1,1,28806,Entire home/apt,8,5,5,1,1,349.0,39,4.9,0,August,1
1,0,28806,Entire home/apt,4,4,1,0,1,154.0,104,4.92,1,September,1
0,0,28801,Hotel room,2,4,0,0,1,448.0,0,0.0,1,July,1
1,1,28801,Entire home/apt,4,4,4,0,1,224.0,52,4.85,1,September,1
1,1,28801,Entire home/apt,2,5,5,0,1,224.0,0,0.0,1,June,1
1,0,28806,Entire home/apt,4,5,4,0,1,81.0,102,4.84,0,August,1
1,1,28803,Entire home/apt,12,5,5,1,1,393.0,24,4.96,1,July,1
1,1,28704,Entire home/apt,2,5,5,1,1,232.0,122,4.98,1,June,0
0,0,28804,Entire home/apt,4,5,3,0,1,244.0,18,5.0,1,September,1
0,0,28806,Private room,2,5,3,0,0,1886.0,0,0.0,1,August,0
1,0,28806,Private room,2,4,1,0,1,115.0,102,4.96,1,July,0
1,1,28806,Entire home/apt,2,5,5,1,1,278.0,142,4.89,1,August,0
1,1,28801,Private room,2,4,4,1,1,66.0,74,4.66,1,September,1
0,0,28801,Hotel room,2,4,0,0,1,405.0,1,5.0,1,September,1
1,1,28801,Entire home/apt,4,5,5,1,1,160.0,166,4.87,0,July,0
0,1,28804,Entire home/apt,10,5,4,1,1,129.0,4,4.5,1,September,1
1,1,28732,Entire home/apt,2,5,3,0,1,33.0,90,4.42,0,June,0
0,0,28803,Entire home/apt,7,5,5,1,1,221.0,13,5.0,1,September,1
1,1,28806,Entire home/apt,4,5,3,1,1,90.0,58,4.98,0,September,1
1,1,28804,Entire home/apt,3,5,5,1,1,154.0,129,4.97,0,July,1
1,1,28806,Entire home/apt,6,5,2,1,1,118.0,41,4.98,1,August,0
1,1,28803,Entire home/apt,4,5,3,1,1,120.0,123,4.96,0,July,1
0,1,28801,Entire home/apt,2,5,5,1,1,86.0,9,4.75,0,August,0
0,1,28803,Private room,2,5,0,1,1,150.0,2,5.0,0,July,0
1,1,28804,Entire home/apt,2,5,5,1,1,160.0,115,4.98,1,July,0
1,1,28806,Entire home/apt,4,5,5,1,1,105.0,118,4.89,1,September,1
1,0,28715,Private room,2,5,2,0,1,65.0,62,4.95,1,June,0
1,1,28806,Entire home/apt,2,5,3,1,1,114.0,276,4.85,0,July,1
1,1,28806,Entire home/apt,2,5,3,1,1,100.0,215,4.97,1,June,0
1,0,28732,Entire home/apt,6,5,5,1,1,139.0,28,4.86,1,September,1
1,1,28806,Entire home/apt,3,5,2,0,1,103.0,99,4.9,1,July,1
1,1,28804,Entire home/apt,4,5,5,1,1,227.0,107,4.95,0,August,1
0,1,28715,Entire home/apt,6,5,5,1,1,174.0,99,4.87,1,July,1
1,1,28804,Entire home/apt,3,5,5,1,1,154.0,131,4.97,0,August,1
1,1,28715,Entire home/apt,3,5,5,1,1,90.0,10,4.8,1,August,1
1,1,28732,Entire home/apt,2,5,5,0,1,84.0,209,4.88,1,June,1
1,1,28804,Entire home/apt,4,5,5,1,1,125.0,271,4.94,0,June,0
0,1,28806,Entire home/apt,4,5,4,1,1,121.0,187,4.58,0,September,1
0,1,28806,Entire home/apt,4,5,5,0,1,154.0,14,4.86,0,September,1
1,0,28801,Entire home/apt,2,5,4,0,1,355.0,68,4.97,1,July,1
1,1,28704,Entire home/apt,2,5,3,1,1,69.0,34,4.82,1,July,1
1,1,28803,Entire home/apt,4,4,4,0,1,232.0,15,5.0,1,September,1
1,1,28803,Entire home/apt,6,5,5,1,1,279.0,54,4.96,1,July,0
0,1,28704,Entire home/apt,5,5,0,0,1,200.0,1,5.0,0,July,1
0,0,28806,Entire home/apt,2,4,1,0,1,74.0,9,4.78,0,September,1
0,1,28806,Entire home/apt,4,4,0,0,1,141.0,44,4.88,0,September,0
1,0,28804,Entire home/apt,6,5,5,1,1,215.0,50,5.0,1,June,0
1,0,28804,Private room,2,5,5,1,1,72.0,442,4.93,0,July,0
1,1,28805,Entire home/apt,13,5,5,1,1,632.0,38,4.76,0,June,1
1,1,28801,Private room,2,4,0,0,1,247.0,5,5.0,1,August,1
1,0,28806,Entire home/apt,4,5,3,1,1,160.0,39,5.0,0,September,1
1,1,28806,Entire home/apt,6,5,5,1,1,133.0,71,4.85,0,June,1
1,1,28804,Entire home/apt,6,5,5,1,1,174.0,3,4.67,1,September,1
1,1,28803,Entire home/apt,6,4,1,0,1,246.0,243,4.98,1,September,1
1,1,28801,Private room,2,4,4,1,1,83.0,113,4.89,1,August,1
1,1,28803,Entire home/apt,2,4,3,0,1,167.0,10,4.9,1,July,1
1,0,28704,Entire home/apt,5,5,5,1,1,137.0,18,4.94,1,August,0
1,0,28806,Entire home/apt,6,5,5,1,1,133.0,28,5.0,0,August,1
1,1,28804,Entire home/apt,7,5,5,1,1,214.0,35,5.0,1,July,0
1,1,28801,Entire home/apt,6,4,4,1,1,520.0,4,5.0,1,August,1
1,1,28805,Entire home/apt,8,5,5,1,1,326.0,0,0.0,1,June,0
1,1,28801,Entire home/apt,2,5,4,1,1,128.0,212,5.0,0,August,1
1,1,28805,Private room,2,4,1,0,1,115.0,300,4.95,1,June,1
0,1,28806,Entire home/apt,2,5,1,0,1,99.0,31,4.81,1,June,1
1,1,28805,Private room,2,5,5,0,1,58.0,49,4.75,0,July,1
0,1,28804,Entire home/apt,4,5,5,1,1,150.0,58,4.93,1,September,1
1,1,28804,Entire home/apt,8,5,5,1,1,214.0,307,4.86,1,June,1
1,1,28704,Entire home/apt,8,5,5,1,1,190.0,7,4.86,1,July,1
1,0,28715,Entire home/apt,4,4,0,0,1,135.0,1,5.0,0,July,0
1,1,28801,Entire home/apt,6,4,4,0,1,381.0,33,4.76,1,August,1
1,1,28804,Entire home/apt,4,5,3,1,1,150.0,42,4.69,0,September,1
0,1,28806,Entire home/apt,2,5,3,1,1,114.0,40,4.98,1,July,1
0,0,28805,Entire home/apt,8,5,5,1,1,450.0,6,5.0,1,July,0
0,0,28803,Entire home/apt,2,5,5,1,1,60.0,2,5.0,0,September,0
1,1,28805,Entire home/apt,12,5,5,1,1,678.0,110,4.96,0,June,1
0,1,28803,Entire home/apt,2,5,3,1,1,80.0,33,4.91,1,July,1
1,1,28803,Entire home/apt,2,5,3,1,1,90.0,170,4.91,1,July,1
1,1,28803,Entire home/apt,8,5,5,0,1,381.0,10,5.0,1,July,1
1,1,28805,Entire home/apt,4,5,5,0,1,93.0,74,4.9,0,August,0
0,0,28801,Private room,2,5,3,1,1,348.0,0,0.0,1,June,1
1,1,28804,Entire home/apt,7,5,5,1,1,189.0,62,4.97,0,August,1
1,0,28732,Private room,4,5,3,1,1,89.0,47,5.0,1,August,0
1,1,28805,Entire home/apt,6,5,5,1,1,428.0,58,4.98,1,July,1
1,1,28805,Entire home/apt,4,5,5,1,1,261.0,32,5.0,1,September,1
1,1,28801,Entire home/apt,4,5,5,1,1,196.0,97,4.96,0,September,1
1,1,28803,Entire home/apt,2,5,3,1,1,45.0,14,5.0,0,August,0
0,0,28803,Private room,2,4,0,0,1,110.0,4,5.0,1,June,1
1,0,28801,Entire home/apt,7,5,5,1,1,398.0,36,5.0,1,August,1
0,1,28801,Shared room,1,5,5,1,1,250.0,3,5.0,0,August,0
1,1,28805,Private room,4,5,2,0,1,66.0,299,4.98,1,August,1
1,1,28805,Entire home/apt,2,5,5,1,1,72.0,2,5.0,0,August,0
1,0,28806,Entire home/apt,2,5,4,1,1,88.0,128,4.99,1,July,1
1,1,28801,Entire home/apt,4,5,5,1,1,269.0,11,4.82,1,June,1
0,1,28803,Entire home/apt,2,4,0,0,1,100.0,6,5.0,0,June,1
1,0,28806,Entire home/apt,4,5,3,0,1,88.0,53,5.0,1,June,0
1,1,28806,Entire home/apt,10,5,3,1,1,413.0,22,5.0,1,July,1
0,1,28801,Entire home/apt,2,5,0,0,1,160.0,71,4.88,0,June,0
0,0,28804,Entire home/apt,4,3,4,0,1,147.0,23,4.91,1,September,1
1,1,28801,Entire home/apt,4,3,5,1,1,281.0,65,4.92,1,August,0
1,1,28801,Entire home/apt,4,4,1,0,0,240.0,2,5.0,0,June,1
1,1,28801,Entire home/apt,11,5,5,1,1,516.0,39,4.62,1,September,1
1,1,28806,Entire home/apt,4,5,4,1,1,112.0,201,4.97,1,June,1
1,1,28801,Private room,2,4,0,0,1,252.0,3,5.0,1,July,1
0,1,28804,Entire home/apt,8,5,5,1,1,200.0,18,4.94,1,September,0
0,1,28806,Entire home/apt,4,4,0,0,1,141.0,44,4.88,0,July,0
0,1,28801,Entire home/apt,4,3,0,0,1,85.0,12,5.0,0,July,0
1,1,28803,Entire home/apt,4,5,3,0,1,80.0,90,4.9,1,September,1
1,1,28806,Entire home/apt,2,5,4,1,1,87.0,89,4.88,1,August,1
1,1,28806,Entire home/apt,3,5,3,1,1,129.0,189,4.94,1,July,1
1,1,28804,Entire home/apt,4,4,3,0,0,121.0,14,4.93,0,August,1
0,1,28804,Entire home/apt,7,5,5,1,1,212.0,112,4.62,1,July,1
0,1,28803,Entire home/apt,6,5,5,1,1,300.0,18,5.0,0,July,0
0,1,28803,Entire home/apt,10,5,5,1,1,291.0,82,4.85,1,June,1
1,1,28806,Entire home/apt,4,5,5,1,1,141.0,77,5.0,0,September,1
0,1,28806,Entire home/apt,4,5,5,1,1,275.0,9,4.89,0,June,1
1,0,28801,Private room,2,4,1,0,1,250.0,24,4.96,1,September,1
0,0,28805,Private room,2,2,0,0,0,246.0,0,0.0,1,June,1
0,0,28806,Entire home/apt,2,5,3,1,1,146.0,9,5.0,1,July,1
0,1,28806,Entire home/apt,10,5,5,1,1,310.0,79,4.75,1,July,1
1,1,28805,Entire home/apt,6,5,5,1,1,230.0,38,4.95,1,July,0
1,0,28801,Entire home/apt,3,5,5,0,0,244.0,26,4.96,0,September,1
0,1,28806,Entire home/apt,4,5,3,0,1,104.0,85,4.89,1,September,1
1,1,28801,Private room,1,4,4,1,1,72.0,133,4.92,1,June,1
1,1,28806,Entire home/apt,8,5,5,1,1,209.0,17,4.94,0,July,1
1,1,28804,Entire home/apt,4,5,5,1,1,89.0,311,4.98,1,September,1
1,1,28804,Entire home/apt,3,5,4,1,1,232.0,83,4.99,0,July,0
1,1,28801,Private room,2,5,2,1,1,92.0,252,4.93,1,July,1
0,1,28806,Entire home/apt,4,5,5,1,1,182.0,65,4.98,1,June,1
1,1,28801,Entire home/apt,6,5,5,0,1,252.0,37,4.68,1,August,1
1,1,28801,Hotel room,2,4,2,0,1,392.0,22,4.91,1,September,1
1,1,28704,Entire home/apt,4,5,3,0,1,112.0,115,4.97,0,June,1
0,1,28801,Entire home/apt,2,3,0,0,1,102.0,228,4.4,1,June,1
0,1,28806,Entire home/apt,7,5,5,1,1,130.0,2,5.0,0,June,0
0,1,28806,Entire home/apt,4,5,5,1,1,180.0,234,4.93,0,July,0
1,1,28801,Entire home/apt,2,5,3,1,1,86.0,122,4.9,1,September,1
1,1,28806,Private room,3,5,3,1,1,83.0,151,4.91,0,July,0
1,1,28804,Entire home/apt,5,5,5,1,1,217.0,158,4.99,1,June,0
1,1,28801,Private room,3,4,3,1,1,194.0,2,5.0,0,June,1
1,1,28801,Entire home/apt,4,5,5,1,1,229.0,185,4.71,0,July,1
0,0,28804,Entire home/apt,4,5,3,0,1,150.0,49,4.83,0,August,1
1,1,28806,Entire home/apt,6,5,5,1,1,206.0,333,4.97,1,June,1
1,1,28801,Entire home/apt,2,5,2,0,1,92.0,279,4.88,1,July,1
1,1,28803,Entire home/apt,6,5,5,1,1,253.0,27,5.0,1,August,1
1,1,28805,Entire home/apt,4,5,5,1,1,205.0,51,4.98,1,July,1
1,1,28806,Entire home/apt,5,5,1,1,1,157.0,490,4.93,0,June,1
1,1,28804,Entire home/apt,4,5,5,1,1,153.0,299,4.86,1,July,1
1,1,28801,Entire home/apt,6,5,5,1,1,409.0,2,4.5,0,July,0
1,1,28801,Entire home/apt,4,4,4,0,1,252.0,61,4.9,1,July,1
1,1,28801,Entire home/apt,4,5,5,0,1,250.0,65,4.95,0,July,0
0,1,28801,Entire home/apt,3,5,4,1,1,48.0,3,5.0,1,September,0
0,0,28803,Entire home/apt,8,3,3,1,1,305.0,7,4.43,1,June,1
1,1,28801,Entire home/apt,2,5,5,0,1,224.0,1,5.0,1,August,1
1,1,28801,Entire home/apt,4,5,3,1,1,199.0,52,4.98,1,June,1
0,1,28801,Private room,2,5,4,1,1,99.0,7,5.0,0,September,0
1,1,28804,Entire home/apt,2,5,4,0,1,113.0,39,4.9,0,September,1
1,1,28801,Entire home/apt,4,4,1,0,1,270.0,130,4.86,0,September,1
1,1,28803,Entire home/apt,2,5,2,0,1,95.0,45,4.98,0,August,1
1,0,28732,Entire home/apt,6,5,5,1,1,125.0,65,4.92,1,June,0
1,1,28805,Entire home/apt,8,5,5,1,1,660.0,17,4.94,1,June,1
1,1,28801,Entire home/apt,2,5,3,1,1,156.0,86,4.86,1,June,0
1,1,28801,Private room,2,5,1,0,1,169.0,2,5.0,1,September,1
1,1,28806,Private room,2,5,1,1,1,76.0,42,4.93,1,September,1
1,1,28804,Entire home/apt,5,5,5,1,1,189.0,75,4.93,1,June,0
1,1,28804,Entire home/apt,8,5,5,1,1,237.0,202,4.84,1,September,1
1,1,28704,Entire home/apt,8,5,5,1,0,385.0,0,0.0,1,July,0
1,1,28803,Entire home/apt,12,5,5,1,1,379.0,15,5.0,1,July,1
1,0,28732,Private room,2,5,4,1,1,45.0,204,4.96,1,June,0
1,1,28732,Entire home/apt,5,5,5,0,1,82.0,29,4.97,1,August,1
0,1,28806,Private room,2,5,5,1,1,54.0,115,4.84,0,September,1
1,0,28801,Entire home/apt,6,5,5,1,1,257.0,126,4.68,0,June,1
0,0,28804,Entire home/apt,4,5,5,1,1,126.0,4,5.0,1,July,1
1,1,28803,Entire home/apt,2,4,3,0,1,208.0,11,4.91,1,September,1
1,1,28806,Entire home/apt,8,5,5,1,1,307.0,56,5.0,0,August,1
1,1,28803,Private room,2,5,3,0,1,77.0,84,4.99,0,June,1
1,1,28801,Entire home/apt,4,5,5,1,1,302.0,60,4.97,1,September,1
1,0,28803,Entire home/apt,4,5,5,0,1,127.0,76,4.97,0,July,1
1,1,28806,Entire home/apt,6,5,5,1,1,270.0,21,4.86,0,September,1
1,0,28806,Entire home/apt,4,5,2,0,1,99.0,77,4.89,1,July,1
1,1,28806,Entire home/apt,6,4,5,1,1,249.0,14,5.0,1,September,1
1,1,28715,Private room,2,5,5,1,1,41.0,87,4.85,1,August,1
1,1,28801,Entire home/apt,2,5,4,0,1,95.0,3,5.0,0,September,0
1,1,28806,Entire home/apt,4,5,5,1,1,154.0,136,4.98,0,June,0
1,0,28801,Entire home/apt,2,5,5,1,1,90.0,7,5.0,0,August,0
0,1,28806,Entire home/apt,4,4,4,0,1,83.0,5,5.0,1,June,1
1,1,28801,Private room,2,5,1,1,1,92.0,66,4.88,0,September,1
0,1,28806,Entire home/apt,4,5,5,1,1,124.0,64,5.0,1,July,1
1,1,28806,Entire home/apt,6,5,5,0,1,405.0,56,4.86,1,July,1
1,1,28732,Entire home/apt,4,5,5,1,1,96.0,165,5.0,0,September,1
1,1,28805,Entire home/apt,8,4,1,0,1,461.0,84,5.0,0,August,1
0,1,28805,Entire home/apt,4,5,5,1,1,122.0,20,4.75,1,August,1
0,1,28806,Entire home/apt,10,5,4,1,1,274.0,167,4.78,1,September,1
1,1,28805,Private room,2,5,5,1,1,89.0,41,5.0,0,July,1
1,1,28801,Entire home/apt,4,5,5,1,1,302.0,55,4.69,1,July,1
1,1,28804,Entire home/apt,4,5,3,0,1,80.0,199,4.77,1,September,0
1,1,28704,Private room,1,5,5,1,1,29.0,37,5.0,1,September,0
1,1,28801,Entire home/apt,4,4,1,0,1,200.0,470,4.97,1,July,0
1,1,28803,Entire home/apt,16,5,5,1,1,385.0,94,4.85,1,September,1
1,1,28806,Entire home/apt,8,4,5,1,1,184.0,13,4.85,0,June,1
0,1,28801,Private room,2,5,0,0,1,252.0,2,5.0,1,July,1
1,0,28801,Entire home/apt,2,5,2,1,1,208.0,44,4.98,0,August,1
1,1,28803,Entire home/apt,2,5,0,0,1,62.0,4,5.0,0,August,0
1,1,28803,Entire home/apt,4,5,5,1,1,149.0,182,4.93,1,June,1
1,0,28801,Entire home/apt,5,5,3,0,1,135.0,1,5.0,0,June,0
1,1,28806,Private room,2,5,1,1,1,89.0,47,4.96,0,September,0
1,1,28801,Entire home/apt,4,5,2,0,1,93.0,6,4.83,0,September,0
0,1,28806,Entire home/apt,8,4,1,0,1,190.0,28,4.68,1,July,1
1,1,28801,Entire home/apt,4,5,3,1,1,127.0,123,4.88,0,June,0
1,1,28806,Entire home/apt,16,5,5,1,1,975.0,3,5.0,0,September,0
1,0,28806,Entire home/apt,3,5,4,1,1,185.0,148,4.94,0,September,1
1,1,28804,Entire home/apt,10,5,5,1,1,135.0,271,4.85,1,September,1
1,1,28806,Entire home/apt,2,3,2,1,1,76.0,37,4.95,1,August,1
1,1,28804,Entire home/apt,4,5,3,1,1,150.0,33,4.7,0,June,1
1,1,28806,Private room,2,5,3,1,1,104.0,23,5.0,0,September,1
1,1,28805,Entire home/apt,2,5,4,1,1,136.0,395,4.92,0,June,1
1,1,28805,Entire home/apt,8,5,5,1,1,478.0,20,4.9,1,September,1
1,1,28804,Entire home/apt,6,5,5,1,1,143.0,34,4.79,1,June,1
1,0,28803,Private room,3,5,3,1,1,80.0,34,4.94,1,August,1
1,1,28801,Entire home/apt,2,5,3,1,1,96.0,108,4.94,1,September,1
1,1,28704,Entire home/apt,2,5,5,0,1,175.0,71,5.0,1,September,1
1,1,28804,Entire home/apt,7,5,5,1,1,185.0,38,5.0,1,August,1
1,1,28801,Entire home/apt,7,5,5,1,1,199.0,3,5.0,1,September,0
1,1,28805,Entire home/apt,2,5,5,1,1,72.0,2,5.0,0,July,0
1,1,28805,Entire home/apt,2,4,1,0,1,109.0,501,4.87,1,June,0
1,1,28805,Private room,2,5,5,1,1,142.0,59,4.98,0,August,1
1,1,28803,Entire home/apt,8,5,5,1,1,229.0,4,5.0,1,July,1
0,0,28715,Entire home/apt,11,5,5,1,1,352.0,9,4.67,0,July,1
1,1,28806,Entire home/apt,4,5,5,1,1,148.0,71,4.93,1,September,1
0,1,28704,Private room,2,5,1,1,1,55.0,2,5.0,1,June,1
0,1,28804,Entire home/apt,2,5,4,0,1,72.0,179,4.82,1,July,1
1,1,28806,Entire home/apt,2,1,0,0,1,59.0,62,4.95,1,August,1
1,1,28803,Entire home/apt,3,5,5,1,1,81.0,21,5.0,0,July,0
1,1,28732,Entire home/apt,2,5,3,0,1,33.0,90,4.42,0,July,0
1,1,28805,Private room,2,5,3,1,1,44.0,166,4.9,1,September,1
1,1,28806,Entire home/apt,4,4,1,0,1,144.0,154,4.95,1,June,0
1,1,28801,Entire home/apt,6,5,5,1,1,438.0,18,4.94,1,September,1
1,1,28804,Entire home/apt,4,3,4,1,1,65.0,20,4.9,1,July,1
1,1,28801,Private room,2,4,1,0,0,113.0,7,5.0,1,September,1
1,1,28804,Private room,3,4,1,0,1,54.0,272,4.93,0,June,1
0,1,28806,Entire home/apt,7,5,5,1,1,184.0,19,5.0,0,June,0
1,1,28801,Entire home/apt,6,4,1,0,1,356.0,222,5.0,0,September,0
1,1,28806,Entire home/apt,2,5,3,1,1,109.0,233,4.97,0,June,1
1,1,28801,Entire home/apt,3,5,4,0,1,88.0,393,4.75,1,June,1
1,0,28806,Private room,2,2,0,0,1,29.0,79,4.82,1,July,1
0,1,28801,Entire home/apt,2,5,5,0,1,55.0,1,5.0,0,September,0
0,1,28806,Entire home/apt,6,4,1,0,1,170.0,0,0.0,0,August,0
1,1,28804,Entire home/apt,4,4,1,0,1,88.0,386,4.84,1,September,1
0,1,28804,Entire home/apt,2,5,3,1,1,168.0,6,5.0,1,July,1
1,1,28806,Entire home/apt,8,5,5,1,1,314.0,15,4.93,0,July,1
1,1,28806,Entire home/apt,4,3,5,1,1,163.0,106,4.83,0,June,0
1,1,28806,Entire home/apt,3,5,3,0,1,135.0,188,4.97,1,July,1
1,1,28801,Entire home/apt,4,5,5,0,1,224.0,29,4.69,1,August,1
0,1,28704,Private room,2,5,0,0,1,45.0,344,4.91,0,September,1
1,0,28806,Entire home/apt,2,5,3,0,1,63.0,57,4.84,1,July,0
1,1,28801,Entire home/apt,2,5,3,1,1,170.0,132,5.0,0,July,0
1,1,28805,Entire home/apt,2,5,4,1,1,112.0,183,4.85,0,June,1
0,1,28804,Entire home/apt,9,5,5,0,1,238.0,0,0.0,0,June,0
1,1,28806,Entire home/apt,2,5,3,1,1,92.0,57,4.96,1,September,0
1,1,28715,Entire home/apt,5,5,5,1,1,211.0,52,4.96,0,June,1
0,0,28803,Entire home/apt,10,5,5,1,1,193.0,12,5.0,0,July,1
1,1,28704,Entire home/apt,8,5,5,1,1,190.0,7,4.86,1,June,1
1,1,28806,Entire home/apt,2,5,5,1,1,99.0,0,0.0,1,July,0
0,1,28803,Entire home/apt,2,5,5,1,1,76.0,16,4.94,0,June,1
1,1,28806,Entire home/apt,6,5,5,0,1,348.0,19,4.84,1,September,1
1,1,28803,Private room,2,5,2,1,1,47.0,414,4.83,1,July,1
0,1,28803,Entire home/apt,4,5,4,0,1,88.0,225,4.87,0,July,1
1,1,28801,Entire home/apt,3,5,5,1,1,76.0,13,5.0,0,September,0
1,1,28806,Entire home/apt,5,5,4,1,1,132.0,78,4.9,0,July,1
1,1,28806,Entire home/apt,3,4,2,1,1,121.0,31,4.9,1,August,1
1,1,28806,Private room,2,5,0,0,1,43.0,270,4.9,0,June,1
0,1,28806,Private room,4,5,2,1,1,67.0,213,4.95,0,July,0
0,0,28806,Entire home/apt,2,5,2,1,1,109.0,210,4.75,1,July,1
1,1,28803,Entire home/apt,14,5,5,1,1,278.0,185,4.94,1,July,1
0,1,28806,Entire home/apt,4,4,0,0,1,141.0,332,4.62,0,June,1
1,1,28732,Private room,3,5,4,0,1,100.0,82,4.74,1,July,1
1,1,28801,Entire home/apt,2,5,5,0,1,48.0,9,4.88,0,August,0
1,1,28801,Entire home/apt,2,5,4,1,1,130.0,151,4.95,1,June,0
0,1,28804,Entire home/apt,8,5,5,1,1,165.0,41,4.73,1,July,1
0,1,28805,Private room,2,5,5,1,1,46.0,208,4.62,0,September,1
1,1,28801,Entire home/apt,4,4,4,0,1,174.0,60,4.73,1,September,1
1,1,28704,Entire home/apt,8,5,5,1,1,249.0,12,4.92,1,September,1
1,1,28804,Entire home/apt,6,5,5,1,1,88.0,47,4.81,1,September,1
0,1,28806,Entire home/apt,9,5,5,1,1,110.0,3,5.0,0,August,0
1,1,28801,Entire home/apt,2,5,5,1,1,70.0,180,4.79,1,June,0
1,1,28803,Entire home/apt,12,5,5,1,1,385.0,17,5.0,1,September,0
1,1,28803,Entire home/apt,5,5,5,1,1,98.0,108,4.92,1,August,1
1,1,28801,Entire home/apt,6,5,5,1,1,452.0,14,4.79,1,June,1
1,1,28715,Entire home/apt,4,5,5,1,1,100.0,124,4.94,1,July,1
1,1,28803,Entire home/apt,11,5,2,1,1,77.0,171,4.71,1,June,1
1,1,28801,Private room,2,4,1,0,1,90.0,117,4.97,0,July,0
1,1,28805,Entire home/apt,2,5,3,1,1,109.0,54,5.0,1,July,1
0,1,28803,Entire home/apt,6,5,5,1,1,180.0,0,0.0,0,June,0
0,1,28806,Private room,2,5,5,1,1,53.0,141,4.72,0,August,1
1,1,28806,Entire home/apt,3,5,3,1,1,86.0,82,4.91,0,September,0
0,0,28801,Private room,2,5,2,0,0,497.0,0,0.0,1,August,1
1,1,28803,Entire home/apt,16,5,5,1,1,440.0,69,4.86,1,June,1
1,1,28806,Entire home/apt,4,2,5,0,1,163.0,78,4.79,0,June,1
